Date / Time,City,State,Shape,Duration,Summary,Posted,Type,text,Lat,Lng
5/24/19 23:36,Lebanon,ME,Light,5 minutes,Strange unexplainable “star” like lights lined up in the sky. ((NUFORC Note: Space Link satellites. PD)),6/7/19,Sighting,Sighting : Lebanon,43.40066969999999,-70.91937899999999
5/24/19 23:35,Stockholm,ME,Light,1 minute,50+ blueish white lights moving W to E. ((NUFORC Note: Possible sighting of cluster of Space Link satellites?? PD)),6/7/19,Sighting,Sighting : Stockholm,47.0422642,-68.1394756
5/24/19 23:34,Chesuncook Lake (west of),ME,Circle,1 minute,Line of light in single file spaced at different distances that made no sound. ((NUFORC Note: Spacelink satellites. PD)),6/7/19,Sighting,Sighting : Chesuncook Lake (west of),45.9339071,-69.3180939
5/24/19 23:30,West Forks,ME,Other,1 minute,Straight line of lights. ((NUFORC Note: Space Link satellites. PD))((anonymous source)),6/7/19,Sighting,Sighting : West Forks,45.3779793,-70.0121667
5/24/19 23:30,Weld,ME,Unknown,10-12 minutes,"Chain of lights. ((NUFORC Note: Starlink satellites, launched by Space X on May 23rd. PD))",6/7/19,Sighting,Sighting : Weld,44.6986707,-70.4214542
5/24/19 23:30,Starrucca,PA,Changing,30 minutes,Multiple balls of white light randomly moving in sky; and large white oval object after 20-30 minutes.,6/7/19,Sighting,Sighting : Starrucca,41.8998055,-75.4707351
5/24/19 23:30,Gansevoort,NY,Formation,2 minutes,80-100 solid bright lights up in the atmosphere traveling in a straight line NW. ((NUFORC Note: Space Link satellites. PD)),6/7/19,Sighting,Sighting : Gansevoort,43.1961848,-73.65178399999999
5/24/19 23:30,Orwell,VT,Cylinder,1 minute,"A long string of lights moving slowly, like a cylinder with lighted windows. ((NUFORC Note: SpaceLink satellites. PD))",6/7/19,Sighting,Sighting : Orwell,43.8039502,-73.2978936
5/24/19 23:15,Raynham,MA,Other,10-15 minutes,"Long, bright, slowly moving line of bright white dots that were closely aligned, PERFECTLY straight line.((Space Link satellites. PD))",6/7/19,Sighting,Sighting : Raynham,41.9487077,-71.0731162
5/24/19 23:05,Tampa,FL,Cone,23 seconds,"Orangish slowly moving cone shape that shot off into the distance & disappeared in Tampa, FL. ((anonymous source))",6/7/19,Sighting,Sighting : Tampa,27.950575,-82.4571776
5/24/19 23:03,Avalon,NJ,Other,10 minutes,Sliver of light(s?) faded into distance after 10 mins of moving across sky. ((NUFORC Note: Space X satellites. Anonymous. PD)),6/7/19,Sighting,Sighting : Avalon,39.101225,-74.71766219999999
5/24/19 23:00,Champlin,MN,Light,10-30 seconds,Long line of airplain like lights really close together. ((NUFORC Note: Space Link satellites. PD))((anonymous source)),6/7/19,Sighting,Sighting : Champlin,45.1888539,-93.39745370000001
5/24/19 22:30,Chiloquin,OR,Other,5 minutes,Looked like a freight train in sky with 4 single lights trailing. ((NUFORC Note: Launch of ~60 Space Link satellites. Anonymous. PD)),6/7/19,Sighting,Sighting : Chiloquin,42.5776364,-121.8661258
5/24/19 22:00,Asheville,NC,Sphere,3 minutes,Orange-Red Sphere/Ball of Light. ((anonymous source)),6/7/19,Sighting,Sighting : Asheville,35.5950581,-82.5514869
5/24/19 22:00,Thornton,MA,Light,1-2 minutes,"30-50 white star, non-pulsating, looking lights lined straight in a row, moving W. ((NUFORC Note: Space Link satellites. PD))",6/7/19,Sighting,Sighting : Thornton,42.3449792,-71.08188419999999
5/24/19 21:41,Yardley,PA,Other,10 minutes,"Huge pentagon-shaped object, silver in color, 4 white lights underneath, red & orange light on either side, possible door open.",6/7/19,Sighting,Sighting : Yardley,40.245664,-74.8459972
5/24/19 21:30,Cabo San Lucas (Mexico),WA,Changing,1 minute,Cabo UFO Sighting.,6/7/19,Sighting,Sighting : Cabo San Lucas (Mexico),22.8905327,-109.9167371
5/24/19 21:00,Saxtons River,VT,Other,90 seconds,Multiple linked objects. ((NUFORC Note: ~60 Space Link satellites. PD)) ((anonymous source)),6/7/19,Sighting,Sighting : Saxtons River,43.13785559999999,-72.5098115
5/24/19 20:15,Madison,WI,Light,1 minute,"Saw 2 bright white lights flashing (left, then right, then left, then right) in distance, much higher than the tree line, but in a stat",6/7/19,Sighting,Sighting : Madison,43.0730517,-89.4012302
5/24/19 19:14,Norwood,NJ,,,MADAR Node 145,6/7/19,Sighting,Sighting : Norwood,40.9981532,-73.96180389999999
5/24/19 16:30,Los Angeles (in flight),CA,Sphere,2-3 seconds,Metallic sphere over Los Angeles.,6/27/19,Sighting,Sighting : Los Angeles (in flight),33.9415889,-118.40853
5/24/19 15:30,Millville,NJ,Circle,,We was siting in the back yard looking up at the chem trails planes going by . After about 5 mins of one going by we seen like 9 circle,6/7/19,Sighting,Sighting : Millville,39.4020596,-75.0393438
5/24/19 14:00,Mesa,AZ,Circle,6 minutes,I was watching my 2 year old son and happened to look up towards the sky. There was a black helicopter flying by first and then after i,6/7/19,Sighting,Sighting : Mesa,33.4151843,-111.8314724
5/24/19 13:00,Apache Junction,AZ,Circle,15 minutes,White round disk.,6/7/19,Sighting,Sighting : Apache Junction,33.4150485,-111.5495777
5/24/19 12:30,Denver,CO,Other,10-12 minutes,"Six objects changing formation for about 10 minutes above the Denver Metro Area, mid day.",6/7/19,Sighting,Sighting : Denver,39.7392358,-104.990251
5/24/19 11:33,Barrington,NH,Light,90 seconds,"~50 white/yellow lights descend in straight line, 3 close lines, spaced out at trailing end, slowly N. ((SpaceLink Satellites))",6/7/19,Sighting,Sighting : Barrington,43.2228599,-71.0470077
5/24/19 10:15,Burlington,MA,Circle,~2 minutes,"White orbs of light bobbing and bouncing in the sky, then rapidly moving and disappearing from sight. ((anonymous report))",6/7/19,Sighting,Sighting : Burlington,42.5047161,-71.1956205
5/24/19 06:30,Kahului,HI,Unknown,10 minutes,We saw an UFO drop down from sky and hu Hover in sky for several minutes. Then it flood lighted me with super bright light. Then two sm,6/20/19,Sighting,Sighting : Kahului,20.8893351,-156.4729469
5/24/19 03:00,Boise,ID,Other,2 minutes,"The craft had a long string of lights, perfectly straight, with 7 lights stretching the expanse, ((Satellites? PD))((anonymous report)",6/7/19,Sighting,Sighting : Boise,43.6150186,-116.2023137
5/24/19 02:00,Murphy,ID,Other,~30 seconds,Bright somewhat cylindrical object with white lights/windows along the side. ((NUFORC Note: SpaceLink satellites?? PD)),6/7/19,Sighting,Sighting : Murphy,43.2162359,-116.5510588
5/24/19 01:35,Lakeland,FL,Cylinder,5 minutes,"We observed at first blinking white lights, but then we saw the bottom spinning with a red glow. Changing directions.",6/7/19,Sighting,Sighting : Lakeland,28.0394654,-81.9498042
5/24/19 01:30,South Jordon,UT,Cigar,4 minutes,Cigar shaped craft with 2 rows of lights. ((NUFORC Note: Possibly the Space X satellites. PD)),6/7/19,Sighting,Sighting : South Jordon,40.5621704,-111.929658
5/24/19 01:00,Spokane Valley,WA,Other,5 minutes,I and other witnesses saw 6-8 lights moving in a single line across the northern sky. ((NUFORC Note: Space Link satellites. PD)),6/7/19,Sighting,Sighting : Spokane Valley,47.6732281,-117.2393748
5/24/19 01:00,Umatilla National Forest,OR,Cigar,1 minute,"My friend and I witnessed a long, straight, segmented craft (approximately two inches). ((NUFORC Note: Space Link satellites. PD))",6/7/19,Sighting,Sighting : Umatilla National Forest,45.1946191,-118.6665916
5/24/19 01:00,Groton,VT,Light,90 seconds,We looked up to see what appear to be approximately 15 lights in a perfect line heading Northeast. ((NUFORC Note: Satellites. PD)),6/7/19,Sighting,Sighting : Groton,44.2276842,-72.2826657
5/24/19 01:00,Lakeland,FL,Circle,3-7 minutes,"I'm a pilot off for a few days, avid star gazer out side talking to my mom and we both see this pulsing reddish blue object at heading",6/7/19,Sighting,Sighting : Lakeland,28.0394654,-81.9498042
5/24/19 00:34,Pine Valley,UT,Other,10 minutes,"Line of orbs moving through the night sky. ((NUFORC Note: Space X satellites, being released from the Falcon 9 capsule. PD))",6/7/19,Sighting,Sighting : Pine Valley,37.3911899,-113.5137821
5/24/19 00:30,Arlington,AZ,Cylinder,15 seconds,Silver Cylinder Flying Dark over the Far West Valley,6/7/19,Sighting,Sighting : Arlington,33.3257096,-112.763764
5/24/19 00:28,Coeur d'Alene,ID,Other,45 seconds,"As I commonly do when I arrive home when sky is clear, I looked up to see the stars. As I scanned the sky, I saw a very long straight l",6/7/19,Sighting,Sighting : Coeur d'Alene,47.6734632,-116.7812225
5/24/19 00:24,Sublimity,OR,Formation,2 minutes,I then looked up and as I did I saw a formation. ((NUFORC Note: Space Link satellites?? PD))((anonymous report)),6/7/19,Sighting,Sighting : Sublimity,44.8295663,-122.7945335
5/24/19 00:16,Staunton,VA,Chevron,1+ minutes,It was somewhat a slow moving burry light object that was shaped of curved chevron. ((anonymous report)),6/7/19,Sighting,Sighting : Staunton,38.149576,-79.0716958
5/24/19 00:16,Staunton,VA,Chevron,1+ minutes,It was somewhat a slow moving blurry light object that was shaped of curved chevron.,6/7/19,Sighting,Sighting : Staunton,38.149576,-79.0716958
5/24/19 00:14,Hazel green,AL,Light,2 minutes,seen a rip in the night sky.it looks like a bright star city and it was open like a zipper. ((NUFORC Note: SpaceLink satellites. PD)),6/7/19,Sighting,Sighting : Hazel green,34.9323102,-86.57193830000001
5/24/19 00:05,Mitchell,SD,Formation,1 minute,30 white orbs. ((NUFORC Note: Satellites from Falcon 9. PD)),6/7/19,Sighting,Sighting : Mitchell,43.7094283,-98.0297992
5/24/19 00:02,Wilsonville,OR,Formation,2 minutes,"May 24th at approximately 0002 hours I witnessed a strange string of five lights grouped together in the sky above Wilsonville, Oregon.",6/7/19,Sighting,Sighting : Wilsonville,45.3029903,-122.7726501
5/24/19 00:00,Fort Yates,ND,Unknown,3 minutes,"Were looking up at the stars and a string of white objects appeared, about 50 tiny objects in line. ((NUFORC Note: Satellites. PD))",6/7/19,Sighting,Sighting : Fort Yates,46.0869408,-100.6301271
5/23/19 22:35,Kissimmee,FL,Light,2 minutes,Husband and I seen a amber fire flying across the sky for 2mins. ((NUFORC Note: Space X launch. PD)),6/7/19,Sighting,Sighting : Kissimmee,28.2919557,-81.40757099999999
5/23/19 22:35,Lake Mary,FL,Fireball,5 minutes,Both engines on a plane were burning two flames heading towards me then went black. ((NUFORC Note: Falcon X launch. PD)),6/7/19,Sighting,Sighting : Lake Mary,28.7588833,-81.3178446
5/23/19 22:35,Cobbtown,GA,Fireball,15 minutes,Out of this world.,6/7/19,Sighting,Sighting : Cobbtown,32.2804623,-82.138731
5/23/19 22:32,Orlando,FL,Other,0.17,Orange sphere with tail,6/27/19,Sighting,Sighting : Orlando,28.5383355,-81.3792365
5/23/19 22:30,Rock Island,TN,Light,2 minutes,I was outside walking our family dog when two bright bluish white pulsating lights caught my attention. As I looked up I saw these two,6/7/19,Sighting,Sighting : Rock Island,35.7923472,-85.61334169999999
5/23/19 20:02,Millerton,PA,,,MADAR Node 104,6/7/19,Sighting,Sighting : Millerton,41.984143,-76.9389425
5/23/19 17:30,Houston,TX,Unknown,1 minute,"A nuclear explosion, high in the atmosphere...... Mushroom cloud went wsy up high... It must of been higher than i originally thought",6/7/19,Sighting,Sighting : Houston,29.7604267,-95.3698028
5/23/19 12:20,Elkins Park,PA,Sphere,20 mins,"2 orbs hovered above either side of the car and followed us all the way down 309, stopping when we stopped at Wawa.((anonymous report))",6/7/19,Sighting,Sighting : Elkins Park,40.0697037,-75.1253492
5/23/19 09:01,Pembroke,NH,,,MADAR Node 110,6/7/19,Sighting,Sighting : Pembroke,43.1814246,-71.4418101
5/23/19 06:05,St. Louis,MO,Unknown,2 minutes,Something in clouds.,6/7/19,Sighting,Sighting : St. Louis,38.6270025,-90.19940419999999
5/23/19 01:15,Meridian,ID,Cylinder,about 30 seconds,Mother ship size cylinder/cigar object with 6 lights moving west to east.,6/7/19,Sighting,Sighting : Meridian,43.6121087,-116.3915131
5/23/19 00:48,River Vale,NJ,,,MADAR Node 146,6/7/19,Sighting,Sighting : River Vale,41.0147679,-74.01197359999999
5/22/19 23:45,Lopez Island,WA,Diamond,4-5 minutes,Six Objects in teh NW Sky,6/7/19,Sighting,Sighting : Lopez Island,48.4869178,-122.8955118
5/22/19 22:10,Stockton Springs,ME,Unknown,~5 minutes,"Unblinking 'star' dot of light moves right to left, zips off, followed by aircraft several minutes later",6/7/19,Sighting,Sighting : Stockton Springs,44.4895196,-68.85697619999999
5/22/19 22:05,Newberry,FL,Circle,4 minutes,"Unidentified star-like object moved back and forth, then flashed on and off several times above treeline. ((anonymous report))",6/7/19,Sighting,Sighting : Newberry,29.6463535,-82.6065023
5/22/19 21:30,Virginia Beach,VA,Fireball,3 minutes,"I was letting my dogs out. I saw a small bright orange light I the northern sky just below my fence line, so much so I had to stand on",6/7/19,Sighting,Sighting : Virginia Beach,36.8529263,-75.97798499999999
5/22/19 21:00,Ormond Beach,FL,Cigar,10 minutes,Unusual lights about 5 miles offshore for a duration of 10 minutes - ould disappear and reappear in the same general area - separate o,6/7/19,Sighting,Sighting : Ormond Beach,29.2858129,-81.0558894
5/22/19 20:37,New York City,NY,Cigar,4 minutes,"Cigar-like object, brownish in color, seemed to travel in tighter and tighter circles until disappeared, leaving strong odor",6/7/19,Sighting,Sighting : New York City,40.7127753,-74.0059728
5/22/19 20:15,Federal Way,WA,Circle,5 minutes,"5 bright round objects heading south from Federal Way,WA. The two in the center were red, the other three were silver. We were sitting",6/7/19,Sighting,Sighting : Federal Way,47.3223221,-122.3126222
5/22/19 20:00,Kratzerville,PA,Cylinder,30 seconds,A drone-like UFO was being chased by a fighter jet at seriously high speed.,2/7/20,Sighting,Sighting : Kratzerville,40.8600847,-76.89580380000001
5/22/19 13:27,St. Louis,MO,Light,0.16 seconds,Fast moving object fly towards the horizon in 0.16 sec,6/20/19,Sighting,Sighting : St. Louis,38.6270025,-90.19940419999999
5/22/19 02:22,East Troy,WI,Unknown,3-4 seconds,"Some kind of light, coming from the ground up, illuminated the entire sky to a mellow shade of green.",6/7/19,Sighting,Sighting : East Troy,42.7852922,-88.40509600000001
5/22/19 01:45,Bakersfield,CA,Other,1 minute,This sighting was a fluke. I took a picture with my cell phone of what I thought was a planet or star. ((anonymous report)),9/6/19,Sighting,Sighting : Bakersfield,35.3732921,-119.0187125
5/22/19 00:38,Mountlake Terrace,WA,,,MADAR Node 100,6/7/19,Sighting,Sighting : Mountlake Terrace,47.7881528,-122.3087405
5/22/19 00:05,Spicer,MN,Cigar,10 minutes,30 lights flying in a perfect line. Moving very fast. Moving Northeast.,6/7/19,Sighting,Sighting : Spicer,45.2330198,-94.9400088
5/22/19 00:00,Delmont Maurice River,NJ,Flash,30 minutes,((NUFORC Note: Witness provides no information. PD)),6/7/19,Sighting,Sighting : Delmont Maurice River,39.2142809,-74.9498957
5/21/19 23:00,St. Clair Shores (over water),MI,Sphere,10 minutes in the air sta,E on 9 Mile over I-94 noticed a circular motion with white red lights bright moving to the SE towards the water. ((anonymous report)),6/7/19,Sighting,Sighting : St. Clair Shores (over water),42.4718142,-82.8831721
5/21/19 22:30,Greenville,NC,,5 minutes,"Low flying silent object with very bright flashing lights, rapid movements, not in a straight path- loops and circles (but almost as if",6/7/19,Sighting,Sighting : Greenville,35.612661,-77.3663538
5/21/19 22:25,Ormond Beach,FL,Unknown,15 minutes,My husband and i live right next to the Halifax River and approximately a mile from the Granada Bridge. There are several park benches,6/7/19,Sighting,Sighting : Ormond Beach,29.2858129,-81.0558894
5/21/19 22:23,Daytona,NY,Other,3 different sights within,"Moving amber lights in the sky, disappeareing and reappearing",6/7/19,Sighting,Sighting : Daytona,40.755043,-73.9902232
5/21/19 22:00,Decatur,AL,Triangle,2 hours,We saw 3 lights in a triangle shape. They were pulsing and at one point they seem to stack on top of each other. Changed color.,6/7/19,Sighting,Sighting : Decatur,34.6059253,-86.9833417
5/21/19 22:00,Pearsall,TX,Unknown,3 minutes,2 objects moving extremely fast. Appeared to be impossibly large for their speed,6/7/19,Sighting,Sighting : Pearsall,28.8921939,-99.095033
5/21/19 21:50,West Liberty,IA,Sphere,8-10 minutes,"Whitish/yellow bright light with twinkling blue lights around it, sphere shaped, moving slowly at first and quickly accelerating",6/7/19,Sighting,Sighting : West Liberty,41.5700231,-91.2637695
5/21/19 21:42,Plano,TX,Unknown,6 minutes,"Unidentified Light - Color Changing and Flashing, Very Fast and Maneuverable beyond anything I've Seen - Plano, TX",6/7/19,Sighting,Sighting : Plano,33.0198431,-96.6988856
5/21/19 13:00,Spencer,NC,Chevron,5 minutes,Low traveling large boomerang shaped ufo. ((NUFORC Note: Source of report provided no contact information. PD)),6/7/19,Sighting,Sighting : Spencer,35.6923614,-80.43477999999999
5/21/19 11:00,Apache Junction,AZ,Circle,1 hour,White round or square box UFO w/silver object along side at times.,6/7/19,Sighting,Sighting : Apache Junction,33.4150485,-111.5495777
5/21/19 09:50,Erwin/Linden/South Fayetteville,NC,Oval,10 minutes +,Large glowing lights of a craft over Erwin/Fayetteville area.,6/7/19,Sighting,Sighting : Erwin/Linden/South Fayetteville,35.2548851,-78.7472447
5/21/19 06:30,Corning,CA,Light,30 minutes,Light suspended in air over Redding. Would dip when in contact with clouds. ((anonymous report)),6/7/19,Sighting,Sighting : Corning,39.9276572,-122.1791556
5/21/19 05:30,Palm bay,FL,Disk,10 minutes,"The Moon, Jupiter and a UFO in Florida’s night sky.",6/7/19,Sighting,Sighting : Palm bay,28.0344621,-80.5886646
5/21/19 04:48,Stow,OH,Other,3 seconds,Mysterious & Beautiful Bright White Lights.,6/7/19,Sighting,Sighting : Stow,41.1595005,-81.44038979999999
5/21/19 02:00,Superior,AZ,Flash,5 minutes,"Flashes of white light followed by non-periodic, lesser intensity orange ""burning"" lights of longer duration.",6/7/19,Sighting,Sighting : Superior,33.293945,-111.0962305
5/21/19 01:00,Kent,CT,Light,3 minutes+,Glowing lights above Kent CT at 1:00 am 05/21/19,6/7/19,Sighting,Sighting : Kent,41.7247554,-73.47696429999999
5/21/19 00:30,Springfield,MO,Circle,30 seconds,Me and my friend went to sit up on her roof to star gaze. We thought we saw a plane but then realized the craft was still and blinking,6/7/19,Sighting,Sighting : Springfield,37.2089572,-93.29229889999999
5/20/19 23:40,Palm Harbor,FL,Unknown,3 minutes,I saw 2 pearlescent-yellow/orange lights traveling together like helicopters but without the noise. ((anonymous report)),6/7/19,Sighting,Sighting : Palm Harbor,28.0780718,-82.7637127
5/20/19 23:00,Gulf Shores,AL,Triangle,4 minutes,"Falling red light turning into a triangle then shooting south towards the Gulf Of Mexico, then 3 more red balls streaking in same direc",6/7/19,Sighting,Sighting : Gulf Shores,30.2460361,-87.70081929999999
5/20/19 22:00,Davenport,FL,Light,15 seconds,"(Veteran A/C maintenance) no more than 200ft above, very large greenish oval light, zero noise, way to low and way to slow for A/C, to",1/31/20,Sighting,Sighting : Davenport,28.1614046,-81.60174169999999
5/20/19 20:00,Ewa Beach,HI,Unknown,20:31,Fixed position of multi color blinking light cluster. That recede into distance and out of my sight. ((anonymous report)),6/7/19,Sighting,Sighting : Ewa Beach,21.313149,-158.0089992
5/20/19 20:00,Fort Worth,TX,Rectangle,5 minutes,"Saw a vertical rectangle, looked like a lower case letter i, move across the sky. Daytime - no lights on object.",6/7/19,Sighting,Sighting : Fort Worth,32.7554883,-97.3307658
5/20/19 14:00,Marysville,WA,Triangle,90 seconds,"Very fast rising, brilliant bronze, white, polished aluminum, straight trajectory E, disappearing in far distance and ultra height.",6/7/19,Sighting,Sighting : Marysville,48.0517637,-122.1770818
5/20/19 11:00,Morton,MS,Cigar,3 seconds,"I was in the red ligth in Morton, when my eyes capture a white object flying low but very fast moving, after I saw that, I saw another",6/7/19,Sighting,Sighting : Morton,32.3537557,-89.65451709999999
5/20/19 10:05,Jonesborough,TN,Sphere,5 seconds,Large bright light appeared and dropped vertically at a tremendous speed.,6/7/19,Sighting,Sighting : Jonesborough,36.2942722,-82.4734787
5/20/19 03:00,Palm Bay,FL,Unknown,2 minutes,Star that wasn't a star.,6/7/19,Sighting,Sighting : Palm Bay,28.0344621,-80.5886646
5/19/19 00:00,York,SC,Oval,60 seconds,This craft had orange lights speed away so fast like speed of light. Then we heard like fighter planes. ((anonymous report)),6/7/19,Sighting,Sighting : York,34.9943021,-81.24201750000002
5/19/19 23:19,Columbus,GA,Circle,On going,"Round object with multiple blinking lights, stationary South East of full moon. Milgen Road is the location where the object was sited",6/7/19,Sighting,Sighting : Columbus,32.4609764,-84.9877094
5/19/19 23:00,Gaithersburg,MD,Triangle,10 seconds,triangular fireball with a black line running through the middle,6/7/19,Sighting,Sighting : Gaithersburg,39.1439689,-77.2016062
5/19/19 22:00,Spokane,WA,Light,3 minutes,Swerving stars,6/7/19,Sighting,Sighting : Spokane,47.6587802,-117.4260465
5/19/19 22:00,Spokane,WA,Light,3 minutes,Swerving stars.,6/7/19,Sighting,Sighting : Spokane,47.6587802,-117.4260465
5/19/19 21:35,McDonough,GA,Light,5 minutes,Very bright light moving NE over our home. The object did not have any flashing lights; was 10x brighter than the N. Star.,6/7/19,Sighting,Sighting : McDonough,33.4473361,-84.1468616
5/19/19 21:35,McDonough,GA,Light,5 minutes,Very bright light moving northeast over our home. The object did not have any flashing lights and was ten times brighter than Polaris.,6/7/19,Sighting,Sighting : McDonough,33.4473361,-84.1468616
5/19/19 21:32,La Porte,IN,Circle,30 Seconds,UFOs Spotted 05/2019.. Color changed suspended in Air,6/7/19,Sighting,Sighting : La Porte,41.611143,-86.7227195
5/19/19 21:18,Hauula,HI,Light,8 minutes,"Bright white light traveling slowly upwards with twinkles of multiple colors of the light spectrum, red, orange, yellow, green, blue, v",6/7/19,Sighting,Sighting : Hauula,21.5918615,-157.9225549
5/19/19 21:10,Bradenton,FL,Sphere,10 minutes,7 orange spheres flying in formation.,6/7/19,Sighting,Sighting : Bradenton,27.4989278,-82.5748194
5/19/19 15:00,Laveen,AZ,Disk,,Ufo caught in slow motion nfacing South Moutain in Arizona. ((anonymous report))((NUFORC Note: No photo received here. PD)),9/19/19,Sighting,Sighting : Laveen,33.3628227,-112.169317
5/19/19 15:00,Tucson,AZ,Sphere,2 minutes,"We were driving north on Irvington rd. It was a cloudy day, I just happened to look up and in between the clouds I sat a small sphere o",12/19/19,Sighting,Sighting : Tucson,32.2226066,-110.9747108
5/19/19 14:50,St. Louis (city),MO,Disk,,"White UFO not seen by naked eye, but captured in camera",6/7/19,Sighting,Sighting : St. Louis (city),38.6270025,-90.19940419999999
5/19/19 14:16,Alexandria,VA,,,MADAR Node 141,6/7/19,Sighting,Sighting : Alexandria,38.8048355,-77.0469214
5/19/19 14:00,Laveen,AZ,Disk,1 seconds,"((HOAX??)) Ufo craft caught in Phoenix, AZ, near South Moutain. ((NUFORC Note: Contact information provided is bogus. PD))",8/23/19,Sighting,Sighting : Laveen,33.3628227,-112.169317
5/19/19 10:30,Fairfax,VA,Disk,7 minute,"white disc/saucer over Fairfax, Va. ((anonymous report))",6/7/19,Sighting,Sighting : Fairfax,38.84622359999999,-77.30637329999999
5/19/19 06:28,Lake Worth,FL,Unknown,1 minute,((NUFORC Note: Source of report provides no information about sighting; remains anonymous. PD)),6/7/19,Sighting,Sighting : Lake Worth,26.6167555,-80.0684479
5/18/19 23:00,Hogansville,GA,Fireball,2 seconds,Bright star that moved very rapidly toward the horizon.,6/7/19,Sighting,Sighting : Hogansville,33.1730399,-84.91478359999999
5/18/19 22:30,Hogansville,GA,Fireball,Seconds,I clearly saw a light streak from the sky down to behind the treeline in the distance. ((anonymous report)).,7/25/19,Sighting,Sighting : Hogansville,33.1730399,-84.91478359999999
5/18/19 22:00,Lagrangeville,NY,Changing,30 minutes,"4 lights going in a in and out, circling. Moving fast but stopped above Union Vale Middle School field. ((anonymous report))",6/7/19,Sighting,Sighting : Lagrangeville,41.6495919,-73.7633635
5/18/19 21:38,Lagrange,NY,Formation,1 hour,4 bluish-white lights moving in a circle then meeting in the middle (objects were moving north-east),6/7/19,Sighting,Sighting : Lagrange,41.6495919,-73.7633635
5/18/19 21:30,Warwick,RI,Light,1 minute,Summary - light spotted from my deck! Last night i went out on my deck to cover my grill. I was looking up at the moon due to it was,6/7/19,Sighting,Sighting : Warwick,41.7001009,-71.4161671
5/18/19 21:30,Warwick,RI,Light,1 minute,Light spotted from my deck! Last night i went out on my deck to cover my grill. I was looking up at the moon due to it was,6/7/19,Sighting,Sighting : Warwick,41.7001009,-71.4161671
5/18/19 21:20,Fortson,GA,Egg,1 hour,"Approx. 9:20 p.m., I walked outside of my garage where I spotted a large, bright circle looking craft above our house.",6/7/19,Sighting,Sighting : Fortson,32.6070821,-84.9371542
5/18/19 20:04,Fife,WA,Rectangle,3 minutes,"Black craft daylight sighting with video,",7/5/19,Sighting,Sighting : Fife,47.2392665,-122.3570664
5/18/19 19:54,Oro Valley,AZ,Rectangle,15 minutes,"Bright, rectangular, motionless object over Oro Valley/Tucson",6/7/19,Sighting,Sighting : Oro Valley,32.3909071,-110.966488
5/18/19 17:15,Bethel Park,PA,Rectangle,3 minutes,"Rectangular object, highly reflective in late afternoon sky above suburban Pittsburgh",6/7/19,Sighting,Sighting : Bethel Park,40.3275697,-80.0394977
5/18/19 16:45,Enfield,CT,Unknown,5 seconds,White or silver craft moving quickly at high altitude. No trail. Changed directions quickly. ((anonymous report)),6/7/19,Sighting,Sighting : Enfield,42.0027181,-72.5441445
5/18/19 13:32,Norwalk,CT,,,MADAR Node 103,6/7/19,Sighting,Sighting : Norwalk,41.11774399999999,-73.4081575
5/18/19 11:30,San Diego,CA,Changing,~15-20 minutes,"Green orb and white cigar shape Lights that kept changing shape and direction, caught on camera, I didn't even see them, till the pic.",6/7/19,Sighting,Sighting : San Diego,32.715738,-117.1610838
5/18/19 06:24,Norwood,NJ,,,MADAR Node 145,6/7/19,Sighting,Sighting : Norwood,40.9981532,-73.96180389999999
5/18/19 01:30,Frackville,PA,Circle,2 1/2 hrs,It was a summer night approximately 1:30 2:00 am a very clear night. I was walking home through a park and the moon was pretty bright a,12/22/19,Sighting,Sighting : Frackville,40.7839774,-76.2302211
5/18/19,Lake Pleasant,AZ,,,"Linear formations at the bottom of Lake Pleasant, Arizona",6/7/19,Sighting,Sighting : Lake Pleasant,33.8886967,-112.280129
5/18/19,Bethel Park,PA,Rectangle,,I just wanted to follow up on my report of 5/18/2019 in Bethel Park PA- I was astounded to see the recent report of two objects over Ka,6/27/19,Sighting,Sighting : Bethel Park,40.3275697,-80.0394977
5/17/19 23:43,Auburn (Lakeland Hills),WA,Light,1-2 minutes,3 V-shaped amber lights over Lakeland Hills moving north then went west and gone past the horizon in seconds,7/5/19,Sighting,Sighting : Auburn (Lakeland Hills),47.2561697,-122.2138556
5/17/19 22:45,Lincoln,MI,Formation,1-2 minutes,3 orange lit craft in v shape that appear to what seemed out of nowhere! Michigan,6/7/19,Sighting,Sighting : Lincoln,44.6847352,-83.4121935
5/17/19 22:05,Anderson,IN,Circle,10 seconds,"Two large orange circles, each about 1/10 the size of the full moon, appeared in a straight line in the northwest sky (towards Kokomo)",6/7/19,Sighting,Sighting : Anderson,40.1053196,-85.6802541
5/17/19 21:45,Cedar Run,PA,Light,45 seconds,Brightest thing in night sky followed by obviously military aircraft at very low altitude,6/7/19,Sighting,Sighting : Cedar Run,41.5225692,-77.4458131
5/17/19 21:30,North Litchfield Beach,SC,Circle,10-15 seconds,Red dots of bright light togather than dispersing in all directions,6/7/19,Sighting,Sighting : North Litchfield Beach,33.489057,-79.0825399
5/17/19 20:40,Egg Harbor Township,NJ,Oval,UFO,I saw a cluster of bright lights flying very fast over neighbors house .almost like a giant star.. it stopped and hovered for a few mi,6/7/19,Sighting,Sighting : Egg Harbor Township,39.3822537,-74.6166192
5/17/19 20:25,Fort Myers,FL,Egg,1 hour,Two kyobjects in the s that are always around me.,6/7/19,Sighting,Sighting : Fort Myers,26.640628,-81.8723084
